"handle","name","content","replies","retweets","favorites","unix_timestamp","date","url","__url"
"@Nick_Anderson_","Nick_Anderson_","You follow a tweet promoting a National Day of Prayer for #HurricaneHarvery with one bragging about the stock market? What a narcissist.","7","12","207","1504309915000","1 Sep 2017","/Nick_Anderson_/status/903767404358107136","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@DrewMcKnightx","Drew McKnight","But by God we need it for a bathroom bill! #HurricaneHarvery @GregAbbott_TX","","12","49","1504308993000","1 Sep 2017","/DrewMcKnightx/status/903763539923537920","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@JohnRMoffitt","John Moffitt","Cannot tell how many of the 8 containers of liquid organic peroxide remain unexploded. I'd avoid the place.

#Crosby
#Harvey
@sentrasaurus","4","33","32","1504306956000","1 Sep 2017","/JohnRMoffitt/status/903754996646387713","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@RekhaKHOU","Rekha Muddaraj","#WATCH #LIVE: fire burning at Arkema chemical plant in #Crosby  #khou11 @KHOU","5","60","36","1504305517000","1 Sep 2017","/RekhaKHOU/status/903748961504292865","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@hetherman","Margaret Hetherman","@laurenduca & @TeenVogue hit the nail on the head #ActOnClimate #HurricaneHarvery ","1","10","52","1504295892000","1 Sep 2017","/hetherman/status/903708588086104065","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@rsshoopsquad","Sterling Basketball","The Blue House in the community doing what we can to help. Over 200 kids came to help along with coaches!  #Baytown #RoadToRecovery #RSS","","16","30","1504295416000","1 Sep 2017","/rsshoopsquad/status/903706594973806592","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@KevinJacksonTBS","Kevin Jackson","BOOM: Families are LASHING OUT at the #FakeNewsMedia coverage of #HurricaneHarvery  http://bit.ly/2gvQmad  #Tcot #RednationRising  #TeamKJ","4","38","73","1504292926000","1 Sep 2017","/KevinJacksonTBS/status/903696148556369920","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@EricDavisW","Eric W. Davis","My family is going to donate $1,000 in the effort to help Texas folks recover from the disastrous #HurricaneHarvery. God bless Texas!","5","10","79","1504288356000","1 Sep 2017","/EricDavisW/status/903676980121522176","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@chrgdup1973","Michelle  ⭐️ ⭐️ ⭐️","As devastating & destructive as #HurricaneHarvery has been, in a twist of fate it's also been a huge blessing of humanity & unity! 
 ","15","115","189","1504278048000","1 Sep 2017","/chrgdup1973/status/903633746699493378","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@guyraz","Guy Raz","how do you explain #HurricaneHarvery + aftermath to kids? Listen to @NPR's first-ever kids pod @wowintheworld","2","14","32","1504272323000","1 Sep 2017","/guyraz/status/903609735563313153","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@GoyaFoods","Goya Foods","Our Houston team is back at it! Working w/ officials to deliver much needed food to families affected by #HurricaneHarvery #goyagives","4","26","84","1504261611000","1 Sep 2017","/GoyaFoods/status/903564804929056768","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@PJStrikeForce","LindaPJ  🇺🇸 🇮🇱 🙏🏻"," WE ARE #America 
#WeWillSurvive #HurricaneHarvery
#hurricanerelief #volunteer #HelpforHarvey 
 #GodBlessAmerica 
#MEGA ","3","79","111","1504236929000","31 Aug 2017","/PJStrikeForce/status/903461280606015488","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@lizflock","Elizabeth Flock","Free food all over the streets of Houston tonight. BBQ, hot dogs, sausages, spaghetti. Tomorrow: jambalaya. #HurricaneHarvery","","45","113","1504227277000","31 Aug 2017","/lizflock/status/903420799033466880","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@Zendaya","Zendaya","No contribution is too small,and it's super easy to help.Text or go online NOW to donate!  (LINK IN BIO)  @ConvoyofHope #HurricaneHarvery ","284","4.8K","18K","1504217306000","31 Aug 2017","/Zendaya/status/903378977938538497","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@tagtheflag","Tag The Flag","Amidst the heartbreak and destruction, our flag still flies. (: ABC News via Laurie Repka Facebook) #AmericanFlag #HurricaneHarvery ","","16","45","1504200370000","31 Aug 2017","/tagtheflag/status/903307941528383488","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@johnlundin","John Lundin  🌊","'Problem, we have a Houston.'  #ThursdayThoughts #climate #GlobalWarming #Houston #Texas #Crosby ","3","17","27","1504198384000","31 Aug 2017","/johnlundin/status/903299612848607232","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@abc13houston","ABC13 Houston","WATCH LIVE: @_SkyEye over high water on Hwy 6 near 288 in Manvel - Drive with caution! http://abc13.com/2361254/  #HurricaneHarvery ","1","20","20","1504195363000","31 Aug 2017","/abc13houston/status/903286939947868160","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@TexasTribune","Texas Tribune","A scientist on an explosion at a chemical plant in #Crosby: “That is not good. That’s a big concern."" http://trib.it/2esnSxr  #Harvey","11","45","26","1504194961000","31 Aug 2017","/TexasTribune/status/903285254575804417","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@TuxcedoCat","(((RB Blair))) ❄️Proud Democrat  🆘","There's one entity I trust less than Republican government saying ""the air is not toxic"" and that's a Texas corporation! #Arkema #Crosby","5","27","70","1504188132000","31 Aug 2017","/TuxcedoCat/status/903256611413680128","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@HJordan414","Hannah Jordan","Love these amazingly good hombres! Thank you, Mexico, for helping us out even though our President is such a bad hombre! #HurricaneHarvery","1","16","115","1504184795000","31 Aug 2017","/HJordan414/status/903242614736134144","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@RobertBluey","Rob Bluey","5 problems with @politico's terrible cartoon mocking #HurricaneHarvery flood victims http://thefederalist.com/2017/08/31/5-problems-with-politicos-cartoon-mocking-texas-flood-victims/#.WagJgzH89Ts.twitter … via @MZHemingway","7","28","49","1504184785000","31 Aug 2017","/RobertBluey/status/903242571224420352","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@babsben","My Sweet Baboo Redux","#maddow did an excellent segment about Arkema, Crosby, Texas, Governor Abbott and lack of regulation/ transparency last night. #Crosby ","4","25","33","1504178153000","31 Aug 2017","/babsben/status/903214756034727937","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@hcfmo","Harris Co. FMO","Media Staging area for #Crosby @Arkema_Inc incident is at Crosby Fire Department, 123 S. Diamondhead Rd., Crosby, TX.","4","36","41","1504174358000","31 Aug 2017","/hcfmo/status/903198840811028480","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@hcfmo","Harris Co. FMO","Update on #Crosby #Arkema.","2","109","71","1504173586000","31 Aug 2017","/hcfmo/status/903195602644852737","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@HuffPost","HuffPost","2 explosions and black smoke reported at #Crosby, Texas chemical plant http://huffp.st/9VJMXUq ","14","91","53","1504171776000","31 Aug 2017","/HuffPost/status/903188009922818048","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@JustJared","JustJared.com","Leonardo DiCaprio & his foundation make a major donation to the #HurricaneHarvery relief efforts: ","2","48","142","1504150404000","30 Aug 2017","/JustJared/status/903098367986864128","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@Amber_Addison_","Amber Addison","Please share!
First responders are being fed at Longhorn Steak House in Beaumont. 

#HarveyRescue #TexasNavy #CajunNavy #TXrescue","","51","53","1504146628000","30 Aug 2017","/Amber_Addison_/status/903082530110365696","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@BrookeBeWell","Brooke","Crosby Arkema Chemical Plant is about to blow. GET OUT NOW. #crosby @MEWolfson The volatile chemicals have been overheating since last night ","17","341","206","1504144885000","30 Aug 2017","/BrookeBeWell/status/903075220281450496","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@downtownprepper","Downtown Prepper","#crosby Arkema Chemical explosion imminent - please evac now! #houston #Arkema officials evacuating area - RT NOW","","67","28","1504138465000","30 Aug 2017","/downtownprepper/status/903048293646721024","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@CherokeeNation","CherokeeNation","Marshals rescuing elder, pets from downtown Houston today, first day assisting @fema #HurricaneHarvery ","4","20","66","1504137153000","30 Aug 2017","/CherokeeNation/status/903042791927898112","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@JustJared","JustJared.com",".@falloutboy will be donating their Texas concert proceeds to helping everyone effected by #HurricaneHarvery: ","1","23","38","1504136387000","30 Aug 2017","/JustJared/status/903039577144926208","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@USCGammaPhi","Gamma Phi Beta","For every retweet this post gets until 10am tomorrow, our chapter will donate $0.20 to #HurricaneHarvery relief.","3","677","118","1504131565000","30 Aug 2017","/USCGammaPhi/status/903019351263117312","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@caitlyntrahan","caitlyn trahan","i just want to go home but then i remember i dont have my home anymore...  #HurricaneHarvery","9","18","41","1504130404000","30 Aug 2017","/caitlyntrahan/status/903014482686947331","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@JustJared","JustJared.com","Nick Jonas, Demi Lovato and Joe Jonas are teaming up to help victims of #HurricaneHarvery. ","1","210","448","1504128760000","30 Aug 2017","/JustJared/status/903007588958093312","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@ByDigitalDash","digital’s world","who needs visuals/graphics

$40 graphics from me & 50% of all proceeds will be donated to helpout #HurricaneHarvery victims

pls rt & share","1","28","22","1504127186000","30 Aug 2017","/ByDigitalDash/status/903000986473594881","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@medicendiablaaa","La Diabla","Guys I need a boat to Lewis drive! 2-3 adults and a 7 year old, they're on the roof and been up there please #HurricaneHarvery #PortArthur","12","82","34","1504121723000","30 Aug 2017","/medicendiablaaa/status/902978072345010176","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
